id	doc	frame	minority	linguistic_minority	religious_minority	social_class_minority	sexual_orientation_minority	ethnic_minority	national_minority	other_minority	disabled_minority	gender	age_numerical	income	citizenship	education	political_left_right	exp_housing_discrim	city_district	city_neighborhood	prof_situation	fear_forced_out	seen_landlord_pressure	changes_in_community	seen_renovations	neighborhood_connection	respect_rules	neighbhorhood_crime	env_pollution_impact	climate_concern	age	city	country	preframe_densifproj_acceptance	postframe_densifproj_acceptance	densifproj_on_rent	densifproj_on_social	imce_RentContr	imce_InclZon	imce_Partic	imce_forProf	imce_dens	imce_mixUse	imce_ClimNeutr	imce_RentContr_se	imce_InclZon_se	imce_Partic_se	imce_forProf_se	imce_dens_se	imce_mixUse_se	imce_ClimNeutr_se
R_3PSmbI82hbmpVQ1	Being a black I am definitely discriminated. I believe rent should realistic. Remember pigs get slaughtered. 	neighborhood	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	56.0	4.0	US Born	Apprenticeship	1.0	Yes	City Council District 9	South Park	Employed (full-time)	2	1	1	-1	1	1	-1	9.0	2	5	Los Angeles	United States	-1	-1	1	1	0.2	0.666666666666667	0.666666666666667	0.5	0.333333333333333	0.666666666666667	0.333333333333333	0.223606797749979	0.295468420142639	0.295468420142639	0.270030862433661	0.220479275922049	0.295468420142639	0.220479275922049
R_3O0MYRVKIC5xnLa	The project has a great usage for the neighborhood 	neighborhood	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	55.0	8.0	US Born	Master's degree	1.0	Yes	City Council District 1	Echo Park	Employed (full-time)	-2	1	1	1	1	-1	1	4.0	2	5	Los Angeles	United States	2	2	-2	1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_22ylmwMZoFTlhmc	Against increased density at 50%.	neighborhood	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Female	55.0	1.0	US Born	Secondary school certificate	5.0	Do not know	City Council District 6	Van Nuys	Not employed (unemployed)	1	1	-1	0	1	-1	-1	8.0	1	5	Los Angeles	United States	-2	-2	0	2	0.5	0.2	1.0	0.25	0.222222222222222	0.333333333333333	0.285714285714286	0.353553390593274	0.223606797749979	0.440958551844099	0.176776695296637	0.146986183948033	0.295468420142639	0.193429485824666
R_3Dkzf3Kl92GNQbc	It is very good questions. 	district	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	Female	55.0	9.0	US Born	Higher technical examination	5.0	Yes	City Council District 4	Hollywood	Employed (part-time)	0	-1	0	1	1	-2	2	8.0	0	5	Los Angeles	United States	0	1	-2	0	0.7	1.0	1.0	0.75	0.6	1.0	1.0	0.152752523165195	0.21650635094611	0.267261241912424	0.255155181539914	0.223606797749979	0.342326598440729	0.21650635094611
R_ebQWHh7WFa6118B	The more desirable is lower densification with no foreign involvement. 	neighborhood	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	67.0	4.0	US Born	Doctoral degree	7.0	Do not know	City Council District 5	Comstock Hills	Not working (retired)	2	2	1	1	1	2	-2	1.0	-2	5	Los Angeles	United States	-1	-2	3	-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_ZyJEw0ydT51XlGp	Some would help our neighborhood more than others	district	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	Female	55.0	9.0	US Born	Higher technical examination	4.0	Yes	City Council District 9	Green Meadows	Not working (retired)	-1	1	0	-1	1	1	1	9.0	1	5	Los Angeles	United States	0	-1	1	-1	-3.5108334685767e-16	0.75	-3.5108334685767e-16	0.666666666666667	0.75	-1.40433338743068e-16	0.8	0.5	0.265165042944955	0.5	0.166666666666667	0.153093108923949	0.188982236504614	0.223606797749979
R_3J9jdvPptJcXMYx	I like the building and diversity	other district	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	56.0	9.0	US Born	Master's degree	6.0	No	City Council District 8	Crenshaw	Employed (full-time)	-2	-1	2	2	2	-2	2	3.0	0	5	Los Angeles	United States	1	3	1	2	0.6	2.10650008114602e-16	0.5	0.375	0.5	1.0	0.333333333333333	0.244948974278318	0.342326598440729	0.166666666666667	0.171163299220364	0.197642353760524	0.52704627669473	0.208333333333333
R_10u74Og2PUDHDLe	I don't like change which is the unknown	neighborhood	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	55.0	8.0	US Born	Master's degree	2.0	Yes	City Council District 1	Cypress Park	Employed (full-time)	1	1	1	0	-1	1	-1	7.0	1	5	Los Angeles	United States	-2	-2	-1	-1	1.0	1.0	0.5	0.6	0.777777777777778	0.666666666666667	0.666666666666667	0.5	0.5	0.353553390593274	0.223606797749979	0.146986183948033	0.208333333333333	0.295468420142639
R_Ui4rUXtPPmGgHFT	Undecided. Need more information 	district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	56.0	10.0	US Born	Master's degree	4.0	No	City Council District 4	Sherman Oaks	Employed (full-time)	-1	-1	0	0	1	-1	1	4.0	0	5	Los Angeles	United States	0	0	1	1	1.0	0.5	0.5	0.6	0.666666666666667	1.0	0.666666666666667	0.5	0.353553390593274	0.353553390593274	0.223606797749979	0.208333333333333	0.267261241912424	0.208333333333333
R_22yL2VgoVy9YHZt	Rent control would help stabilize housing costs.	district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	57.0	2.0	US Born	Higher education entrance qualification	1.0	Do not know	City Council District 5	Encino	Not working (other reason)	1	1	-1	0	-1	0	-1	4.0	1	5	Los Angeles	United States	1	1	-3	1	0.333333333333333	0.5	-2.80866677486136e-16	0.333333333333333	0.428571428571429	0.75	0.4	0.314970394174356	0.270030862433661	0.353553390593274	0.220479275922049	0.206196524710581	0.222439130250652	0.244948974278318
R_2w1BfNA9hnOPibv	I chose the proposals I decided because it seemed to have a better insight and view.	neighborhood	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	Female	55.0	7.0	US Born	Doctoral degree	4.0	Do not know	City Council District 6	Sun Valley	Not working (retired)	-1	-1	0	0	0	-1	1	9.0	1	5	Los Angeles	United States	0	0	0	0	0.25	0.25	1.40433338743068e-16	0.285714285714286	0.2	0.25	0.5	0.265165042944955	0.265165042944955	0.353553390593274	0.193429485824666	0.223606797749979	0.265165042944955	0.21650635094611
R_pDxDhvylVK7TdiF	I done with questions	district	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Female	56.0	2.0	US Naturalization	Secondary school certificate	5.0	Yes	City Council District 1	Chinatown	Employed (full-time)	1	0	0	0	0	-1	1	1.0	0	5	Los Angeles	United States	2	-3	-1	-3	0.5	0.5	0.5	0.375	0.6	0.333333333333333	0.555555555555556	0.166666666666667	0.395284707521047	0.166666666666667	0.171163299220364	0.244948974278318	0.314970394174356	0.175682092231577
R_tFh3WqrCGaEPAUF	My way is most definitely affordable and I wanna have for a while so the rent cap was a hit a spot on the dot	other district	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Female	58.0	10.0	US Born	Master's degree	5.0	Yes	City Council District 12	Northridge	Not employed (unemployed)	0	0	1	0	0	-1	-1	1.0	0	5	Los Angeles	United States	0	-1	0	-2	0.8	0.75	1.0	0.833333333333333	0.833333333333333	1.0	0.8	0.133333333333333	0.222439130250652	0.306186217847897	0.181620789314195	0.181620789314195	0.243975018237133	0.2
R_2uBZy5Jph9Csy2j	I saw very good reasons, but what drew me in is increasing the group of people.	district	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Female	57.0	9.0	US Born	Doctoral degree	1.0	Yes	City Council District 6	North Hollywood	Employed (part-time)	1	1	-1	1	0	-1	1	6.0	2	5	Los Angeles	United States	2	1	1	2	0.25	0.5	1.0	0.5	0.25	0.333333333333333	0.428571428571429	0.255155181539914	0.228217732293819	0.52704627669473	0.228217732293819	0.255155181539914	0.314970394174356	0.206196524710581
R_3h6CtbLplvOJ132	I like the way that it sounded	neighborhood	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	55.0	5.0	US Born	Secondary school certificate	2.0	Yes	City Council District 5	Bel Air	Employed (full-time)	0	0	0	0	0	1	1	6.0	1	5	Los Angeles	United States	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_w7PLXGJY8l6lKnf	Nothing comes to my mind at this moment	neighborhood	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	56.0	6.0	US Born	Doctoral degree	4.0	Yes	City Council District 15	Watts	Employed (full-time)	0	2	1	0	1	0	0	6.0	2	5	Los Angeles	United States	1	0	2	-2	1.0	0.666666666666667	1.0	0.6	1.0	0.666666666666667	0.666666666666667	0.342326598440729	0.295468420142639	0.5	0.223606797749979	0.125	0.295468420142639	0.29546842014264
R_vqmFAXcwmdBFGAF	Make life better	neighborhood	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Female	58.0	3.0	US Born	Apprenticeship	3.0	No	City Council District 9	University Park	Employed (full-time)	0	0	0	0	0	0	0	7.0	1	5	Los Angeles	United States	-1	-1	0	-1	0.0	0.666666666666667	0.0	0.666666666666667	0.75	0.333333333333333	0.6	0.306186217847897	0.314970394174356	0.306186217847897	0.314970394174356	0.153093108923949	0.295468420142639	0.244948974278318
R_cGFvfOF8eT1Zy0x	Just didn't sit right with me	other district	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Female	65.0	6.0	US Born	Master's degree	0.0	Yes	City Council District 5	Bel Air	Employed (full-time)	0	1	0	1	-1	1	1	3.0	2	5	Los Angeles	United States	0	1	1	1	0.6	0.5	0.666666666666667	0.4	0.444444444444444	0.5	0.5	0.244948974278318	0.279508497187474	0.314970394174356	0.244948974278318	0.175682092231577	0.166666666666667	0.395284707521047
R_eWCj2lyL9u9M1P3	Mostly because of the rent increase 	other district	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	Female	55.0	6.0	US Born	Bachelor's degree	1.0	Yes	City Council District 2	North Hollywood	Employed (full-time)	-2	-1	1	1	-1	-1	2	7.0	2	5	Los Angeles	United States	1	1	-2	2	1.0	7.0216669371534e-17	0.5	0.666666666666667	0.5	1.0	0.5	0.243975018237133	0.52704627669473	0.166666666666667	0.314970394174356	0.228217732293819	0.52704627669473	0.395284707521047
R_3O237vWBr6vi5kN	Don't give a fuck about CALIFORNIA 	neighborhood	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Female	56.0	4.0	US Born	No school certificate	5.0	Yes	City Council District 4	Silverlake	Employed (full-time)	1	1	-1	-1	1	1	-1	7.0	-2	5	Los Angeles	United States	-2	-2	-1	1	3.5108334685767e-16	3.5108334685767e-16	1.0	0.571428571428571	0.375	0.666666666666667	0.4	0.52704627669473	0.52704627669473	0.52704627669473	0.206196524710581	0.171163299220364	0.314970394174356	0.244948974278318
R_12Grx1p5cDYpj68	I'm pro-choice so the community voting sounded really good I also really like the affordable options for the lower class and I'm against no rent control	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	66.0	6.0	US Born	Higher technical examination	3.0	Yes	City Council District 1	Westlake	Not working (retired)	0	0	1	1	1	-2	2	5.0	2	5	Los Angeles	United States	3	3	2	3	0.333333333333333	0.25	4.21300016229204e-16	0.4	0.571428571428571	2.10650008114602e-16	0.2	0.220479275922049	0.265165042944955	0.52704627669473	0.244948974278318	0.174963553055941	0.267261241912424	0.223606797749979
R_pH5eNNpx0RfMKuB	I want to see my neighborhood perfect place	district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	56.0	9.0	US Born	Bachelor's degree	4.0	No	City Council District 6	Sun Valley	Employed (part-time)	1	0	1	0	1	-2	-1	9.0	0	5	Los Angeles	United States	0	1	1	1	0.75	0.666666666666667	0.5	0.666666666666667	0.571428571428571	-2.80866677486136e-16	0.333333333333333	0.255155181539914	0.314970394174356	0.279508497187474	0.314970394174356	0.206196524710581	0.342326598440729	0.208333333333333
R_Uts9tfG2Uz0h3SV	Because I live here and know what's good for the neighborhood 	district	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Female	56.0	10.0	US Born	Higher technical examination	3.0	Do not know	City Council District 10	Palms	Not working (retired)	-2	-1	-1	0	2	-2	1	8.0	1	5	Los Angeles	United States	-1	-2	1	-1	0.5	7.0216669371534e-17	1.0	0.4	0.5	1.0	0.333333333333333	0.395284707521047	0.342326598440729	0.52704627669473	0.244948974278318	0.228217732293819	0.52704627669473	0.208333333333333
R_1BPJYLQLcOJJORq	Because I prefer it like that.	district	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Female	57.0	8.0	US Born	Master's degree	4.0	Do not know	City Council District 9	Green Meadows	Not working (retired)	0	0	0	0	0	0	0	4.0	0	5	Los Angeles	United States	0	0	0	0	1.0	1.0	0.333333333333333	0.75	0.5	0.666666666666667	0.6	0.267261241912424	0.353553390593274	0.295468420142639	0.265165042944955	0.21650635094611	0.314970394174356	0.244948974278318
R_3OjknKzLFb8oW2u	The rent increases	district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	60.0	1.0	US Born	Master's degree	6.0	No	City Council District 3	Tarzana	Not employed (unemployed)	-1	-1	1	0	-1	-1	-1	6.0	2	5	Los Angeles	United States	0	1	1	0	1.0	0.6	1.0	0.5	0.666666666666667	0.5	0.714285714285714	0.440958551844099	0.173205080756888	0.306186217847897	0.176776695296637	0.166666666666667	0.293150984988964	0.159719141249985
R_2BkS1QmwXSe7RBo	I chose those because I feel more connected with them and I felt like I had more say in them.	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	56.0	9.0	US Born	Master's degree	5.0	Yes	City Council District 12	Porter Ranch	Employed (full-time)	2	-1	1	1	1	2	-1	2.0	2	5	Los Angeles	United States	2	3	2	0	0.5	0.5	0.5	0.555555555555556	0.4	0.5	0.571428571428572	0.166666666666667	0.279508497187474	0.279508497187474	0.175682092231577	0.244948974278318	0.395284707521047	0.206196524710581
R_3g4QVLAQZm0pBWh	I decided on those favors because it will be of huge benefit for me	district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	56.0	7.0	US Born	Doctoral degree	4.0	Yes	City Council District 1	Highland Park	Employed (full-time)	1	0	1	1	2	-1	-1	9.0	1	5	Los Angeles	United States	2	2	2	1	0.8	0.6	0.6	0.625	0.833333333333333	0.5	0.5	0.223606797749979	0.244948974278318	0.163299316185545	0.192637937592781	0.181620789314195	0.270030862433661	0.385275875185561
R_qyloChbXp6rF7Nf	Nothing specific	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	56.0	9.0	US Born	Doctoral degree	0.0	No	City Council District 1	Adams-Normandie	Employed (full-time)	-2	-1	2	2	2	-2	0	9.0	1	5	Los Angeles	United States	2	2	2	0	0.5	0.75	0.6	0.5	0.4	1.0	2.10650008114602e-16	0.395284707521047	0.255155181539914	0.244948974278318	0.279508497187474	0.244948974278318	0.52704627669473	0.342326598440729
R_3qESPscle2SIY5E	The packages are much more lovely amazing and very much detailed in the certain times	district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	55.0	5.0	US Born	Master's degree	6.0	Yes	City Council District 6	Arleta	Employed (full-time)	-1	1	1	2	1	1	1	8.0	1	5	Los Angeles	United States	3	2	3	1	1.0	0.333333333333333	1.0	0.333333333333333	0.555555555555556	0.5	0.6	0.52704627669473	0.314970394174356	0.161374306091976	0.208333333333333	0.175682092231577	0.395284707521047	0.244948974278318
R_33Bcwemy42cm4Qi	It's easier to get things done there	neighborhood	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	55.0	10.0	US Born	Bachelor's degree	0.0	Yes	City Council District 4	Hancock Park	Employed (full-time)	1	2	1	2	2	2	2	10.0	2	5	Los Angeles	United States	3	3	3	3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_VXbVehEeLxFAxEJ	I think it would improve the rent and help people better afford their homes	neighborhood	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	Female	55.0	5.0	US Born	Master's degree	5.0	Yes	City Council District 6	Sun Valley	Employed (full-time)	-1	0	1	2	-1	0	0	5.0	1	5	Los Angeles	United States	2	3	-2	2	0.75	0.666666666666667	0.666666666666667	0.625	0.714285714285714	1.0	0.666666666666667	0.255155181539914	0.295468420142639	0.208333333333333	0.171163299220364	0.193429485824666	0.5	0.208333333333333
R_vcxcz07etcuuxSF	I think the involvement of residents is very important. Those are the people who have lived in the neighborhood enough to know what would be good and bad for the neighborhood as well as having more small businesses around for us to support is amazing 	district	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	Female	57.0	3.0	US Born	Bachelor's degree	2.0	Yes	City Council District 2	Valley Glen	Employed (full-time)	-2	0	0	1	1	-1	0	7.0	1	5	Los Angeles	United States	1	1	2	2	1.0	1.0	0.5	0.5	0.6	0.666666666666667	0.8	0.353553390593274	0.353553390593274	0.270030862433661	0.176776695296637	0.244948974278318	0.314970394174356	0.223606797749979
R_1dLWKEX9cNJAvzo	Because my district would be involved in the decision making if whether to increase the rent or not 	district	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Female	56.0	10.0	US Born	Master's degree	0.0	Yes	City Council District 4	Hollywood	Employed (full-time)	-2	2	2	2	2	-2	2	10.0	2	5	Los Angeles	United States	3	3	0	3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_3siVq8wQd0Y9YG8	Because they just didn't seem good	neighborhood	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	55.0	10.0	US Born	Secondary school certificate	5.0	Yes	City Council District 1	Adams-Normandie	Employed (full-time)	-1	1	-2	2	-2	-1	1	2.0	1	5	Los Angeles	United States	0	0	1	-2	1.0	0.5	1.0	0.4	0.555555555555556	0.666666666666667	0.666666666666667	0.52704627669473	0.279508497187474	0.342326598440729	0.244948974278318	0.175682092231577	0.314970394174356	0.208333333333333
R_3hzlmEzN6cn7P1q	Because it much less to consider what will favor	other district	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	Female	55.0	10.0	US Born	Doctoral degree	3.0	Yes	City Council District 6	Sun Valley	Employed (full-time)	1	0	0	1	0	1	0	8.0	2	5	Los Angeles	United States	3	3	2	2	0.5	0.5	-2.10650008114602e-16	0.5	0.666666666666667	7.0216669371534e-17	0.666666666666667	0.395284707521047	0.228217732293819	0.342326598440729	0.228217732293819	0.314970394174356	0.52704627669473	0.314970394174356
R_1jeQeC2GSZBVhRV	Great, interesting	other district	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	Female	57.0	5.0	US Born	Master's degree	3.0	No	City Council District 7	North Hills	Employed (full-time)	-1	-1	0	1	1	-1	-1	1.0	0	5	Los Angeles	United States	2	2	0	1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_UKEuQU7S48i3DEt	I favored the selected proposals as they are more appealing to my desired and needs.	district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	56.0	7.0	US Born	Bachelor's degree	3.0	No	City Council District 1	Adams-Normandie	Employed (full-time)	-1	-1	1	1	1	1	1	5.0	1	5	Los Angeles	United States	2	2	2	2	1.0	0.75	0.5	0.666666666666667	0.75	0.5	0.666666666666667	0.52704627669473	0.255155181539914	0.279508497187474	0.208333333333333	0.255155181539914	0.395284707521047	0.314970394174356
R_1FbPLiYNCVCkAhr	Some of the proposal was  very appealing and has the good well-being of the people	other district	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	Female	65.0	8.0	US Born	Master's degree	1.0	Yes	City Council District 7	Pacoima	Employed (full-time)	-1	-1	1	1	1	-1	1	7.0	1	5	Los Angeles	United States	1	1	1	1	0.5	0.5	0.5	0.5	0.571428571428572	0.333333333333333	0.4	0.385275875185561	0.385275875185561	0.385275875185561	0.21650635094611	0.206196524710581	0.295468420142639	0.223606797749979
R_3nkMSPTDsitWj9G	Increase in rents	neighborhood	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	Female	56.0	7.0	US Born	Master's degree	6.0	Yes	City Council District 8	Chesterfield Square	Employed (full-time)	1	1	1	1	1	-1	1	8.0	1	5	Los Angeles	United States	2	2	-1	2	1.0	0.8	1.0	0.6	0.875	1.0	0.666666666666667	0.306186217847897	0.2	0.306186217847897	0.173205080756888	0.146575492494482	0.440958551844099	0.251976315339485
R_2Suar97YXgFafqq	Well I think it won't happen	district	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Female	56.0	4.0	US Born	Master's degree	2.0	Yes	City Council District 7	Shadow Hills	Employed (full-time)	1	0	2	1	1	-1	0	8.0	2	5	Los Angeles	United States	0	1	-2	1	7.0216669371534e-17	0.5	0.5	0.5	0.5	0.5	0.428571428571429	0.342326598440729	0.279508497187474	0.395284707521048	0.279508497187474	0.166666666666667	0.166666666666667	0.206196524710581
R_1hNcxwkAlcjb1lO	I am more for decreasing rent	neighborhood	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	55.0	1.0	US Born	Secondary school certificate	3.0	No	City Council District 3	Canoga Park	Homemaker	2	1	1	1	2	0	0	2.0	1	5	Los Angeles	United States	1	3	3	3	0.5	1.0	1.0	0.25	0.625	0.5	0.4	0.395284707521048	0.52704627669473	0.52704627669473	0.255155181539914	0.171163299220364	0.166666666666667	0.244948974278318
R_3QLcHl2QzXKUsUX	I find some appealing while others not	district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	59.0	9.0	US Born	Bachelor's degree	3.0	Yes	City Council District 10	Palms	Employed (part-time)	-1	-1	1	2	1	1	1	5.0	0	5	Los Angeles	United States	2	1	1	1	0.5	0.666666666666667	1.0	0.333333333333333	0.571428571428571	3.5108334685767e-16	0.444444444444444	0.279508497187474	0.314970394174356	0.52704627669473	0.314970394174356	0.206196524710581	0.52704627669473	0.175682092231577
R_eb0fhRXRutMEqZz	I was mostly in favor of those with rent control and ones that were environment friendly.	neighborhood	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	Female	55.0	6.0	US Born	Higher education entrance qualification	2.0	Do not know	City Council District 7	Sylmar	Not employed (unemployed)	-1	0	1	1	2	0	1	10.0	1	5	Los Angeles	United States	1	2	0	0	0.666666666666667	0.5	1.0	0.5	0.333333333333333	0.5	0.25	0.314970394174356	0.395284707521047	0.52704627669473	0.228217732293819	0.208333333333333	0.395284707521047	0.255155181539914
R_1mCN8ehmWUdErhx	I find some relevant and efficient but some are not	neighborhood	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	59.0	9.0	US Born	Higher technical examination	4.0	No	City Council District 10	Palms	Employed (part-time)	-2	1	2	2	1	-2	1	4.0	0	5	Los Angeles	United States	2	2	2	2	0.0	0.666666666666667	3.5108334685767e-16	0.333333333333333	0.5	0.5	1.0	0.52704627669473	0.314970394174356	0.52704627669473	0.314970394174356	0.197642353760524	0.166666666666667	0.243975018237133
R_22FYJrIs2eynlUH	It look not comfortable	district	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	Female	58.0	10.0	US Born	Higher technical examination	6.0	Yes	City Council District 4	Hollywood Hills	Not working (retired)	1	0	0	0	0	0	0	8.0	2	5	Los Angeles	United States	1	-2	-2	0	0.5	1.0	1.0	0.6	0.714285714285714	0.666666666666667	1.0	0.353553390593274	0.342326598440729	0.5	0.223606797749979	0.193429485824666	0.29546842014264	0.173205080756888
R_2t4KCbNHN9uqcuY	Most of the concept was appealing and had major concerns for the surrounding	neighborhood	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	Female	60.0	8.0	US Born	Master's degree	1.0	Yes	City Council District 7	Shadow Hills	Employed (full-time)	-1	1	1	1	1	1	1	6.0	1	5	Los Angeles	United States	1	1	1	1	-2.10650008114602e-16	0.666666666666667	1.0	0.571428571428572	0.2	1.0	0.666666666666667	0.342326598440729	0.314970394174356	0.342326598440729	0.206196524710581	0.2	0.52704627669473	0.208333333333333
R_2akMV1r4QL5LGWM	In the end it does not really matter	neighborhood	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	55.0	2.0	US Born	Bachelor's degree	1.0	No	City Council District 8	Crenshaw	Employed (part-time)	1	1	1	0	0	0	0	6.0	1	5	Los Angeles	United States	0	-1	1	-1	0.333333333333333	0.5	0.5	0.833333333333333	0.857142857142857	0.5	1.0	0.251976315339485	0.353553390593274	0.353553390593274	0.195433989992643	0.164957219768465	0.353553390593274	0.21650635094611
R_a45S6XqHG14kIhz	it was interesting comparison	neighborhood	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	56.0	7.0	US Born	Master's degree	4.0	No	City Council District 2	Studio City	Not working (retired)	1	1	0	1	1	-1	1	5.0	1	5	Los Angeles	United States	1	2	-1	1	0.333333333333333	0.333333333333333	-2.80866677486136e-16	0.714285714285714	0.428571428571429	1.0	0.4	0.314970394174356	0.314970394174356	0.52704627669473	0.159719141249985	0.206196524710581	0.52704627669473	0.244948974278318
R_1QbARvulqwVMS19	the involvement of renters 	district	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	Female	58.0	5.0	US Born	Master's degree	0.0	Yes	City Council District 5	Bel Air	Not working (other reason)	2	2	0	-2	-1	1	-2	8.0	2	5	Los Angeles	United States	0	1	3	-3	0.333333333333333	1.40433338743068e-16	0.5	0.666666666666667	1.0	0.666666666666667	0.5	0.295468420142639	0.306186217847897	0.385275875185561	0.220479275922049	0.204124145231931	0.314970394174356	0.270030862433661
R_6LMMy6k49rpQiXf	The proposal is very okay. I'm pleased with it	other district	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Female	55.0	7.0	US Born	Doctoral degree	7.0	Yes	City Council District 1	Adams-Normandie	Employed (part-time)	2	1	2	2	2	1	1	10.0	2	5	Los Angeles	United States	2	2	2	1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_oZEccxGp4TFuK65	it was the right decision	other district	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Female	55.0	10.0	US Born	Higher technical examination	3.0	Yes	City Council District 1	Westlake	Employed (full-time)	1	0	2	2	1	2	1	10.0	1	5	Los Angeles	United States	3	3	3	2	1.0	0.666666666666667	0.8	1.0	0.75	-2.80866677486136e-16	0.875	0.306186217847898	0.166666666666667	0.133333333333333	0.243975018237133	0.222439130250652	0.333333333333333	0.146575492494482
R_xFmJeJgOQnlZp29	Most proposals are a critical means of generating income.	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	55.0	3.0	US Born	Secondary school certificate	5.0	No	City Council District 4	Silverlake	Employed (part-time)	-1	0	2	0	2	1	2	7.0	-1	5	Los Angeles	United States	0	0	3	3	0.75	0.7	0.5	0.666666666666667	0.625	0.75	1.0	0.255155181539914	0.152752523165195	0.353553390593274	0.208333333333333	0.171163299220364	0.255155181539914	0.342326598440729
